,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
525,201408832,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,830,14,Pacific,1441,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,40,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,2300    OCEAN                        AV,,33.9867,-118.4647
526,201912127,07/14/2020 12:00:00 AM,06/04/2020 12:00:00 AM,1000,19,Mission,1993,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,101.0,STREET,,,AA,Adult Arrest,845.0,,,,ROSCOE                       BL,SEPULVEDA,34.2214,-118.4677
527,201318896,10/22/2020 12:00:00 AM,10/13/2020 12:00:00 AM,1800,13,Newton,1361,2,354,THEFT OF IDENTITY,0100,30,F,H,750.0,CYBERSPACE,,,IC,Invest Cont,354.0,,,,300 W  47TH                         PL,,34.0001,-118.2789
528,201415669,08/15/2020 12:00:00 AM,08/07/2020 12:00:00 AM,1345,14,Pacific,1488,1,330,BURGLARY FROM VEHICLE,1300 0344 1606,38,M,W,503.0,HOTEL,,,IC,Invest Cont,330.0,,,,W  98TH                         ST,AIRPORT                      BL,33.9474,-118.386
529,201805457,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,200,18,Southeast,1841,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1820 0913 0329,44,M,B,501.0,SINGLE FAMILY DWELLING,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,745.0,,,,10400 S  FIGUEROA                     ST,,33.9367,-118.2871
530,201419732,11/04/2020 12:00:00 AM,11/03/2020 12:00:00 AM,2130,14,Pacific,1406,1,310,BURGLARY,0344 1607,0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,10400    VENICE                       BL,,34.0201,-118.4044
531,201818021,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,400,18,Southeast,1849,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0416,48,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,11500    WILLOWBROOK                  AV,,33.9303,-118.2385
532,201912537,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,1100,19,Mission,1985,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0408 0913 1814 0416,27,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,14200    COMMUNITY                    ST,,34.2226,-118.4438
533,201410528,05/06/2020 12:00:00 AM,05/06/2020 12:00:00 AM,740,14,Pacific,1494,2,888,TRESPASSING,1501 2004,0,X,X,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,888.0,,,,300    WORLD                        WY,,0.0,0.0
534,201906494,02/21/2020 12:00:00 AM,02/19/2020 12:00:00 AM,1850,19,Mission,1994,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,14600    ROSCOE                       BL,,34.2215,-118.4507
535,202111699,07/17/2020 12:00:00 AM,07/08/2020 12:00:00 AM,1500,21,Topanga,2196,2,354,THEFT OF IDENTITY,0935 1822 1202 0930,62,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,21000    RIOS                         ST,,34.1509,-118.5911
536,202008777,04/20/2020 12:00:00 AM,04/19/2020 12:00:00 AM,2115,20,Olympic,2014,1,310,BURGLARY,1822 1607 0344 0358,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,310.0,,,,200 S  HARVARD                      BL,,34.0712,-118.3041
537,201512987,07/23/2020 12:00:00 AM,07/22/2020 12:00:00 AM,2100,15,N Hollywood,1504,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7400    LAUREL CANYON                BL,,34.2048,-118.3965
538,202015510,10/05/2020 12:00:00 AM,09/29/2020 12:00:00 AM,2200,20,Olympic,2046,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822 0344,31,M,K,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,900 S  NEW HAMPSHIRE                AV,,34.0545,-118.2929
539,201312631,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1500,13,Newton,1343,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0447 1821,40,F,H,101.0,STREET,302.0,BLUNT INSTRUMENT,IC,Invest Cont,626.0,,,,AVALON                       BL,KING                         BL,34.0114,-118.2624
540,201511803,06/25/2020 12:00:00 AM,06/24/2020 12:00:00 AM,700,15,N Hollywood,1547,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,26,F,H,710.0,OTHER PREMISE,,,IC,Invest Cont,440.0,,,,11400    CHANDLER                     BL,,34.1681,-118.379
541,201707774,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1715,17,Devonshire,1701,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0358,59,M,O,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,19800    RINALDI                      ST,,34.2751,-118.5652
542,201814732,07/29/2020 12:00:00 AM,07/27/2020 12:00:00 AM,2200,18,Southeast,1838,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,107TH                        ST,GRAPE                        ST,33.9389,-118.237
543,201500923,08/13/2020 12:00:00 AM,08/12/2020 12:00:00 AM,1335,15,N Hollywood,1553,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1309 1402,0,M,O,402.0,MARKET,,,IC,Invest Cont,442.0,998.0,,,4700    LAUREL CANYON                BL,,34.1558,-118.3965
544,201515088,09/12/2020 12:00:00 AM,09/11/2020 12:00:00 AM,1040,15,N Hollywood,1511,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 1309,34,M,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,7300 N  VARNA                        AV,,34.2034,-118.4247
545,201606012,02/18/2020 12:00:00 AM,02/10/2020 12:00:00 AM,405,16,Foothill,1653,1,330,BURGLARY FROM VEHICLE,1307 0344 1609,43,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,12900    SUNBURST                     ST,,34.2524,-118.4137
546,201900586,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,20,19,Mission,1983,2,888,TRESPASSING,,27,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,888.0,,,,8500    COLUMBUS                     AV,,34.2247,-118.4655
547,201707727,03/26/2020 12:00:00 AM,03/19/2020 12:00:00 AM,700,17,Devonshire,1761,2,354,THEFT OF IDENTITY,1822 0930 1402 2004,50,M,W,101.0,STREET,,,AA,Adult Arrest,354.0,998.0,,,9800    TOPANGA CANYON               BL,,34.2476,-118.6064
548,201513935,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,630,15,N Hollywood,1591,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1218 1402,0,M,O,104.0,DRIVEWAY,,,AA,Adult Arrest,740.0,998.0,,,11900    LOCKRIDGE                    AV,,34.1279,-118.3935
549,201907305,03/07/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1200,19,Mission,1962,2,354,THEFT OF IDENTITY,1822 0928,61,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,9400    LEMONA                       AV,,34.241,-118.4588
550,201904881,01/21/2020 12:00:00 AM,01/20/2020 12:00:00 AM,2330,19,Mission,1958,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,14200    VAN NUYS                     BL,,34.251,-118.4428
551,202005753,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,2130,20,Olympic,2019,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0369 0416 0444 0913 1243 2000,27,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,200 S  JUANITA                      AV,,34.0704,-118.2898
552,201509491,05/02/2020 12:00:00 AM,05/02/2020 12:00:00 AM,425,15,N Hollywood,1562,2,888,TRESPASSING,1501,40,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888.0,,,,4600    COLDWATER CANYON             AV,,34.154,-118.4138
553,201613399,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1830,16,Foothill,1684,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1601 0416 0446 1813,50,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,11900    BLYTHE                       ST,,34.2148,-118.3944
554,201314912,08/03/2020 12:00:00 AM,08/02/2020 12:00:00 AM,2200,13,Newton,1361,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,48TH                         ST,MAIN                         ST,33.9992,-118.274
555,201409400,04/08/2020 12:00:00 AM,03/30/2020 12:00:00 AM,1430,14,Pacific,1414,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0344 1300,34,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331.0,,,,800    INDIANA                      AV,,33.9984,-118.4652
556,202108275,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,2330,21,Topanga,2189,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1275 1609 1307,35,M,X,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,745.0,,,,20500    VENTURA                      BL,,34.1683,-118.5787
557,201511356,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,2100,15,N Hollywood,1566,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218 2004 0421 0913 1817 1414,30,M,H,102.0,SIDEWALK,311.0,HAMMER,AO,Adult Other,230.0,,,,LANKERSHIM                   BL,RIVERSIDE                    DR,34.1523,-118.367
558,201811450,05/21/2020 12:00:00 AM,05/21/2020 12:00:00 AM,1245,18,Southeast,1802,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822,48,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,740.0,,,,9200 S  MAIN                         ST,,33.9525,-118.2739
559,201916416,10/31/2020 12:00:00 AM,10/31/2020 12:00:00 AM,1540,19,Mission,1985,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,26,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740.0,,,,8400    VAN NUYS                     BL,,34.2229,-118.4487
560,210705082,12/15/2020 12:00:00 AM,12/13/2020 12:00:00 AM,2300,7,Wilshire,758,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,29,M,K,101.0,STREET,,,IC,Invest Cont,331.0,,,,1000    QUEEN ANNE                   PL,,0.0,0.0
561,201810544,05/03/2020 12:00:00 AM,05/03/2020 12:00:00 AM,1300,18,Southeast,1827,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 2000,27,F,H,101.0,STREET,,,AO,Adult Other,901.0,,,,9600    WILMINGTON                   AV,,33.9494,-118.2386
562,202014344,09/07/2020 12:00:00 AM,08/04/2020 12:00:00 AM,2200,20,Olympic,2026,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 0377 0321,34,M,O,101.0,STREET,,,IC,Invest Cont,420.0,,,,400 S  NEW HAMPSHIRE                AV,,34.0654,-118.2929
563,210118909,10/19/2021 12:00:00 AM,06/02/2020 12:00:00 AM,1605,1,Central,134,1,480,BIKE - STOLEN,0344 2032 1822,35,M,W,101.0,STREET,,,IC,Invest Cont,480.0,,,,3RD                          ST,BROADWAY,34.051,-118.248
564,201420530,11/18/2020 12:00:00 AM,09/30/2020 12:00:00 AM,2136,14,Pacific,1495,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,9200    AIRPORT                      BL,,33.9523,-118.3906
565,202110525,06/15/2020 12:00:00 AM,06/08/2020 12:00:00 AM,1000,21,Topanga,2129,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0385,71,F,H,104.0,DRIVEWAY,,,IC,Invest Cont,331.0,,,,19900    CANTARA                      ST,,34.2189,-118.5667
566,201812414,05/28/2020 12:00:00 AM,05/26/2020 12:00:00 AM,100,18,Southeast,1806,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 0416 1310 2002,37,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,9100    AVALON                       BL,,33.9538,-118.2651
567,201606565,03/03/2020 12:00:00 AM,03/02/2020 12:00:00 AM,2130,16,Foothill,1617,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0417 0216,46,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,740.0,,,,8400    FENWICK                      ST,,34.2615,-118.3157
568,202107964,04/03/2020 12:00:00 AM,03/16/2020 12:00:00 AM,425,21,Topanga,2187,2,354,THEFT OF IDENTITY,1822 0930,51,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,21800    MARTINEZ                     ST,,34.1625,-118.6037
569,201818724,10/12/2020 12:00:00 AM,10/12/2020 12:00:00 AM,2215,18,Southeast,1802,2,624,BATTERY - SIMPLE ASSAULT,0400 1810 0913 0444,42,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,8700 S  FIGUEROA                     ST,,33.9585,-118.2827
570,201405494,01/26/2020 12:00:00 AM,01/25/2020 12:00:00 AM,1400,14,Pacific,1466,1,310,BURGLARY,0344,40,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,7200    MCCOOL                       AV,,33.9784,-118.4004
571,211504106,01/04/2021 12:00:00 AM,12/31/2020 12:00:00 AM,1300,15,N Hollywood,1503,1,330,BURGLARY FROM VEHICLE,1302 1607 0344,0,M,W,302.0,FACTORY,,,IC,Invest Cont,330.0,,,,12200    SHERMAN                      WY,,34.201,-118.399
572,210104305,01/08/2021 12:00:00 AM,10/28/2020 12:00:00 AM,1203,1,Central,182,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1501,0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,1200 S  FIGUEROA                     ST,,34.0416,-118.2671
573,201904136,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,300,19,Mission,1962,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,56,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,9600    SEPULVEDA                    BL,,34.2446,-118.4675
574,201609908,06/12/2020 12:00:00 AM,06/12/2020 12:00:00 AM,20,16,Foothill,1663,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1822 1407 1402,0,M,O,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,753.0,998.0,,,9100    TELFAIR                      AV,,34.2348,-118.395
575,202116532,12/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,2115,21,Topanga,2177,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 2038,26,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626.0,900.0,,,5500    OWENSMOUTH                   AV,,34.1717,-118.6018
576,210804296,01/08/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1025,8,West LA,808,2,940,EXTORTION,0337 1803,49,M,O,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,940.0,,,,2200    SAN YSIDRO                   DR,,34.1114,-118.4245
577,201516181,10/12/2020 12:00:00 AM,10/12/2020 12:00:00 AM,2345,15,N Hollywood,1596,1,761,BRANDISH WEAPON,0334 1822,35,M,W,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,761.0,,,,3700 N  LANKERSHIM                   BL,,34.1339,-118.3744
578,201318080,10/07/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1600,13,Newton,1317,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,CENTRAL,NEWTON                       ST,34.028,-118.2473
579,201410297,05/01/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1900,14,Pacific,1438,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3700    GREENFIELD                   AV,,34.0172,-118.4148
580,202008653,04/16/2020 12:00:00 AM,04/15/2020 12:00:00 AM,2330,20,Olympic,2044,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900 S  HARVARD                      BL,,34.0559,-118.3042
581,201708504,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,1900,17,Devonshire,1722,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,22,F,W,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,21600    DEVONSHIRE                   ST,,34.2607,-118.6025
582,211015836,12/20/2021 12:00:00 AM,02/13/2020 12:00:00 AM,1425,10,West Valley,1029,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1802,37,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956.0,,,,7100    WOODLEY                      AV,,34.1994,-118.4837
583,211404170,01/04/2021 12:00:00 AM,12/29/2020 12:00:00 AM,2145,14,Pacific,1463,2,901,VIOLATION OF RESTRAINING ORDER,1501,38,F,O,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,12400 W  JEFFERSON                    BL,,33.9805,-118.4111
584,211014804,11/17/2021 12:00:00 AM,12/11/2020 12:00:00 AM,1430,10,West Valley,1001,2,354,THEFT OF IDENTITY,1822 0930,0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,19100    SATICOY                      ST,,34.2143,-118.5534
585,201914244,09/07/2020 12:00:00 AM,09/05/2020 12:00:00 AM,1630,19,Mission,1998,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,14100    ROSCOE                       BL,,34.2216,-118.4403
586,201910983,06/15/2020 12:00:00 AM,06/11/2020 12:00:00 AM,500,19,Mission,1924,1,330,BURGLARY FROM VEHICLE,0344,31,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,12100    HAVANA                       AV,,34.2904,-118.4541
587,202007268,03/09/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1700,20,Olympic,2074,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1500 S  HARVARD                      BL,,34.0455,-118.3041
588,201411580,05/29/2020 12:00:00 AM,04/29/2020 12:00:00 AM,1200,14,Pacific,1488,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,8700    BELLANCA                     AV,,33.9587,-118.3805
589,210605125,01/29/2021 12:00:00 AM,12/01/2020 12:00:00 AM,1905,6,Hollywood,646,2,354,THEFT OF IDENTITY,0923 0930 0928 0929 1822,42,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1600    SCHRADER                     BL,,34.0998,-118.3325
590,202100644,03/31/2020 12:00:00 AM,03/30/2020 12:00:00 AM,850,21,Topanga,2158,1,310,BURGLARY,0344 0352 1402,47,M,X,702.0,OFFICE BUILDING/OFFICE,,,AA,Adult Arrest,310.0,480.0,998.0,,21300    VICTORY                      BL,,34.1884,-118.5959
591,201716029,12/05/2020 12:00:00 AM,12/05/2020 12:00:00 AM,1600,17,Devonshire,1767,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416 1814,30,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,9400    RESEDA                       BL,,0.0,0.0
592,201613434,10/02/2020 12:00:00 AM,10/01/2020 12:00:00 AM,1700,16,Foothill,1642,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10500    CAYUGA                       AV,,34.261,-118.4243
593,201412774,06/24/2020 12:00:00 AM,06/23/2020 12:00:00 AM,730,14,Pacific,1438,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10800    VENICE                       BL,,34.0175,-118.409
594,201715916,12/03/2020 12:00:00 AM,12/02/2020 12:00:00 AM,830,17,Devonshire,1798,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,15900    SUNBURST                     ST,,34.2346,-118.4791
595,201807248,02/25/2020 12:00:00 AM,02/24/2020 12:00:00 AM,1730,18,Southeast,1844,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300,39,F,H,104.0,DRIVEWAY,,,IC,Invest Cont,331.0,,,,300 E  112TH                        ST,,33.933,-118.2695
596,202116191,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,2040,21,Topanga,2155,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0408 0449 1814 2000 0329,31,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,6300    RANDI                        AV,,34.1838,-118.6102
597,211005647,02/24/2021 12:00:00 AM,10/17/2020 12:00:00 AM,1830,10,West Valley,1001,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0449 0334 2000 1814 0421 0302 0913,21,F,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AO,Adult Other,236.0,,,,19600    SATICOY                      ST,,34.2143,-118.5534
598,201615019,11/22/2020 12:00:00 AM,11/18/2020 12:00:00 AM,2100,16,Foothill,1699,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913 2004 1810,70,M,W,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,9900    COVELLO                      ST,,34.2076,-118.347
599,201409972,04/21/2020 12:00:00 AM,04/20/2020 12:00:00 AM,2010,14,Pacific,1449,1,330,BURGLARY FROM VEHICLE,0344 1300 1609,34,M,W,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,11800    WASHINGTON                   PL,,34.0038,-118.4224
600,201715565,11/16/2020 12:00:00 AM,11/10/2020 12:00:00 AM,1445,17,Devonshire,1797,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,36,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,16300    BRYANT                       ST,,34.2275,-118.4916
601,201316265,08/31/2020 12:00:00 AM,08/29/2020 12:00:00 AM,15,13,Newton,1343,1,330,BURGLARY FROM VEHICLE,0385 0321 1611 0358,58,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,3600    AVALON                       BL,,34.0128,-118.2653
602,201510749,06/01/2020 12:00:00 AM,05/30/2020 12:00:00 AM,150,15,N Hollywood,1585,1,210,ROBBERY,0344 0916 0449 0354 0330 1310 1302 0400 0352 1822,30,F,O,108.0,PARKING LOT,513.0,STUN GUN,IC,Invest Cont,210.0,,,,10900    BLUFFSIDE                    DR,,34.1414,-118.3686
603,201517134,11/04/2020 12:00:00 AM,10/14/2020 12:00:00 AM,1700,15,N Hollywood,1557,2,946,OTHER MISCELLANEOUS CRIME,1402 0329 1300,81,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,946.0,,,,4900    VINELAND                     AV,,34.159,-118.3703
604,202005824,02/08/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1700,20,Olympic,2062,2,624,BATTERY - SIMPLE ASSAULT,0913 0447,51,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,3100 W  PICO                         BL,,34.0506,-118.3127
605,201804035,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1430,18,Southeast,1802,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1810,53,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,8700 S  FIGUEROA                     ST,,33.9587,-118.2827
606,201316820,09/09/2020 12:00:00 AM,09/08/2020 12:00:00 AM,1700,13,Newton,1377,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0906 0913 0421 1805,53,M,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,5400    DUARTE                       ST,,33.9934,-118.2423
607,201607262,03/19/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1015,16,Foothill,1617,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,28,M,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont,440.0,,,,SHERMAN GROVE                AV,FOOTHILL                     BL,34.2597,-118.3199
608,201600625,04/07/2020 12:00:00 AM,04/04/2020 12:00:00 AM,1300,16,Foothill,1641,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1402 1202 1822 0344 1300,73,M,B,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,998.0,,,13500    TERRA BELLA                  ST,,34.252,-118.4269
609,201319674,11/08/2020 12:00:00 AM,11/08/2020 12:00:00 AM,1940,13,Newton,1373,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609 1822 1307,37,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,,,,54TH,AVALON,33.9933,-118.2652
